fetched_at,data_timestamp,datetime,datetime_ph,lat,lon,timezone,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level_pressure,grnd_level_pressure,visibility,wind_speed,wind_direction,clouds_all,sunrise,sunset,rain_1h,snow_1h
2026-08-30T08:37:05.301667+07:00,1787936400,2026-08-28T17:00:00+00:00,2026-08-29T00:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,27.73,31.86,,,1011,83,,,10000,3.6,250,81,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787940000,2026-08-28T18:00:00+00:00,2026-08-29T01:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,26.62,26.62,,,1011,84,,,10000,3.09,260,81,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787943600,2026-08-28T19:00:00+00:00,2026-08-29T02:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,27.17,30.66,,,1010,85,,,10000,3.6,250,92,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787947200,2026-08-28T20:00:00+00:00,2026-08-29T03:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,26.62,26.62,,,1009,87,,,10000,3.6,250,90,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787950800,2026-08-28T21:00:00+00:00,2026-08-29T04:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,26.62,26.62,,,1009,88,,,10000,2.57,250,91,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787954400,2026-08-28T22:00:00+00:00,2026-08-29T05:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,26.62,26.62,,,1010,88,,,10000,3.09,240,86,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787958000,2026-08-28T23:00:00+00:00,2026-08-29T06:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,26.62,26.62,,,1010,87,,,10000,3.6,220,83,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787961600,2026-08-29T00:00:00+00:00,2026-08-29T07:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,27.73,32,,,1010,84,,,10000,4.12,240,82,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787965200,2026-08-29T01:00:00+00:00,2026-08-29T08:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,28.28,32.81,,,1010,80,,,10000,6.69,250,90,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787968800,2026-08-29T02:00:00+00:00,2026-08-29T09:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,28.28,32.81,,,1011,80,,,10000,6.17,250,79,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787972400,2026-08-29T03:00:00+00:00,2026-08-29T10:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,29.95,36.42,,,1011,76,,,10000,4.63,240,67,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787976000,2026-08-29T04:00:00+00:00,2026-08-29T11:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,31.06,37.76,,,1010,70,,,10000,5.66,240,73,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787979600,2026-08-29T05:00:00+00:00,2026-08-29T12:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,803,Clouds,broken clouds,32.73,39.73,,,1009,67,,,10000,5.14,260,78,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787983200,2026-08-29T06:00:00+00:00,2026-08-29T13:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,31.92,38.79,,,1008,66,,,10000,4.12,240,99,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787986800,2026-08-29T07:00:00+00:00,2026-08-29T14:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,25.92,27.18,,,1008,100,,,10000,5.14,200,99,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1787990400,2026-08-29T08:00:00+00:00,2026-08-29T15:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,500,Rain,light rain,27.92,33.33,,,1007,89,,,10000,5.14,240,96,1787956999,1788001494,0.18,
2026-08-30T08:37:05.301667+07:00,1787994000,2026-08-29T09:00:00+00:00,2026-08-29T16:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,500,Rain,light rain,29.39,35.85,,,1007,80,,,10000,5.66,230,97,1787956999,1788001494,0.18,
2026-08-30T08:37:05.301667+07:00,1787997600,2026-08-29T10:00:00+00:00,2026-08-29T17:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,500,Rain,light rain,29.39,35.61,,,1007,79,,,9625,4.63,260,95,1787956999,1788001494,0.36,
2026-08-30T08:37:05.301667+07:00,1788001200,2026-08-29T11:00:00+00:00,2026-08-29T18:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,28.84,34.72,,,1008,82,,,10000,3.6,220,96,1787956999,1788001494,,
2026-08-30T08:37:05.301667+07:00,1788004800,2026-08-29T12:00:00+00:00,2026-08-29T19:00:00+07:00,10.8663,106.8012,Asia/Ho_Chi_Minh,804,Clouds,overcast clouds,27.73,31.71,,,1009,82,,,10000,4.12,230,100,1787956999,1788001494,,
